2. TRIFD,34. CHEMICAL
30906RTGRS3750C,"['1,2-Phenylenediamine', '1,3-Phenylenediamine', 'Acetone', 'Hydramethylnon', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Maleic anhydride', 'Methanol', 'Phosphoric acid', 'Toluene', 'Triethylamine']"
30906THPQCNEWSA,"['Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Propylene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
30906THPRC3464O,"['Certain glycol ethers', 'Diethyl phthalate', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
30909CRTVM4188B,['Styrene']
30913FDRLPHIGHW,"['Acetaldehyde', 'Acetone', 'Ammonia', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Catechol', 'Chlorine', 'Chlorine dioxide', 'Chloroform', 'Cresol (mixed isomers)', 'Formaldehyde', 'Formic acid', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Manganese compounds', 'Methanol', 'Methyl ethyl ketone', 'Nickel compounds', 'Phenol', 'Phosphoric acid', 'Sodium nitrite', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
30913GRNFL470OL,"['1,1,1-Trichloroethane', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Trichloroethylene']"
30913LNGST2402L,"['Chlorine', 'Chlorodifluoromethane (HCFC-22)', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Mercury', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
30913MRRYBARTHE,"['Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Hydrogen fluoride', 'Manganese', 'Manganese compounds']"
30913ZGTXT1451M,"['Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Lead compounds', 'Manganese compounds', 'Methyl ethyl ketone', 'Nickel compounds', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)']"
30916CMMNS2950O,['Toluene']
30916MCPRF3702C,"['Ammonia', 'Chlorobenzene', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
30917CLBCR4152W,"['Chromium', 'Manganese', 'Nickel']"
31006MFHTXHWY96,"['Ammonia', 'Chromium']"
31015BTRNN2508N,['Xylene (mixed isomers)']
31015CNTNNINDUS,['Zinc compounds']
31015CRSPRUS41N,"['Chlorodifluoromethane (HCFC-22)', 'Xylene (mixed isomers)']"
31015DMLLN2201E,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
31015DRXLCHIGHW,"['1,2,4-Trimethylbenzene', 'Captan', 'Carbaryl', 'Certain glycol ethers', 'Copper compounds', 'Diazinon', 'Dimethoate', 'Ethylene glycol', 'Lindane', 'Malathion', 'Manganese compounds', 'Methanol', 'Phosphoric acid', 'Xylene (mixed isomers)']"
31015HLNCHFENNR,"['1,2,4-Trimethylbenzene', '1,3-Dichloropropylene', '2,4-DB', 'Aldicarb', 'Arsenic', 'Certain glycol ethers', 'Chlorothalonil', 'Diazinon', 'Dichloromethane', 'Dicofol', 'Dimethoate', 'Dimethylamine', 'Dipotassium endothall', 'Ethoprop', 'Ethylene glycol', 'Ethylenebisdithiocarbamic acid, salts and esters', 'Fenarimol', 'Lactofen', 'Lindane', 'Malathion', 'Manganese', 'Methanol', 'Naphthalene', 'Phosphoric acid', 'Propiconazole', 'Quintozene', 'Thiobencarb', 'Thiophanate-methyl', 'Xylene (mixed isomers)', 'm-Xylene', 'o-Xylene']"
31015HMSTDMIDWA,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates']"
31015MSNTC924HI,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Formaldehyde', 'Methanol', 'Phenol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31015PHLPS210SO,['Styrene']
31021BXNWL2010A,['Freon 113 (CFC-113)']
31021LFTMC601KE,"['Toluene', 'Xylene (mixed isomers)']"
31021MHWKCNATHA,"['Ammonia', 'Formic acid', 'Methanol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31021VNSCB1321N,"['Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
31021YKKPM100FI,"['Certain glycol ethers', 'Methyl isobutyl ketone', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Xylene (mixed isomers)']"
31024GRTCN635MA,['Diazinon']
31024HRTNH101IN,"['Diisocyanates', 'Toluene', 'n-Hexane']"
31024TPNTCPOBOX,"['Arsenic', 'Chromium', 'Copper']"
31029CGLSF123IN,"['Copper compounds', 'Manganese', 'Zinc (fume or dust)']"
31030BLBRDNORTH,"['Acetone', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Certain glycol ethers', 'Diisocyanates', 'Ethylbenzene', 'Ethylene glycol', 'Methanol', 'Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds', 'n-Butyl alcohol']"
31030FBRGLHWY34,['Styrene']
31030SRCNCEASTM,"['Captan', 'Carbaryl', 'Diazinon', 'Lindane', 'Malathion', 'Paraquat dichloride']"
31031NGLHRHWY18,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31036HLLNGINDUS,"['Antimony compounds', 'Decabromodiphenyl oxide']"
31036LCTRR2500C,['Diisocyanates']
31040BSSTTPOBOX,"['Ethylbenzene', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
31040FRSTMPOBOX,"['1,1,1-Trichloroethane', '1,4-Dichlorobenzene', 'Ammonia', 'Certain glycol ethers', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31040STHSTSHADD,"['Ammonia', 'Certain glycol ethers', 'Chlorine', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Naphthalene', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
31044NRKLNPOBOX,"['Ammonia', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31046THBBBRT1BO,"['1,2,4-Trimethylbenzene', 'Certain glycol ethers', 'Chlorine', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)']"
31047FRTLY1200H,['Nitric acid']
31054NGLHRHWY57,"['Ammonia', 'Ammonium sulfate (solution)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31055RPRCRHWY23,"['Aluminum (fume or dust)', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Diethanolamine', 'Ethylene glycol', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene']"
31061FRSTMHWY22,"['Ammonia', 'Ammonium sulfate (solution)']"
31061GRMMNHIGHW,"['1,1,1-Trichloroethane', 'Methyl ethyl ketone', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Trichloroethylene']"
31061RHMMNROBER,"['Chlorodifluoromethane (HCFC-22)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Xylene (mixed isomers)']"
31063STHRN321PL,"['Ammonia', 'Chlorine']"
31064GRGPCHIGHW,"['Acetaldehyde', 'Ammonia', 'Formaldehyde', 'Methanol', 'Toluene']"
31068BCKYCOLDST,"['Acetaldehyde', 'Acetone', 'Ammonia', 'Catechol', 'Chlorine', 'Chlorine dioxide', 'Cresol (mixed isomers)', 'Formic acid', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Methyl ethyl ketone', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phenol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31068CRGLLHWY90,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
31069NTRSL103IN,['Styrene']
31069PPGND801VA,['Manganese compounds']
31069TLLSN903JE,"['Arsenic compounds', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper compounds']"
31075RNTZC2041C,"['Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
31079MRTNRHWY28,"['Ammonia', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phosphoric acid']"
31079WDTCHHWY28,"['Toluene', 'Xylene (mixed isomers)']"
31082BRGSS525BE,"['2-Methoxyethanol', 'Ammonia']"
31082LPPNSKAOLI,"['1,2,4-Trimethylbenzene', '1,2-Butylene oxide', 'Trichloroethylene', 'Xylene (mixed isomers)']"
31082PRNTSKAOLI,"['1,1,1-Trichloroethane', '1,1,2,2-Tetrachloro-1-fluoroethane (HCFC-121)', '1,2,4-Trimethylbenzene', 'Acetone', 'Certain glycol ethers', 'Cumene', 'Diazinon', 'Dichloromethane', 'Dichlorvos', 'Ethylbenzene', 'Lindane', 'Malathion', 'Methoxychlor', 'Naphthalene', 'Permethrin', 'Piperonyl butoxide', 'Propoxur', 'Resmethrin', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
31082VNSDH723LO,['Nitrate compounds (water dissociable; reportable only when in aqueous solution)']
31088CSCDC104IN,['Manganese']
31092GRGPCSOUTA,"['Ammonia', 'Cresol (mixed isomers)', 'Formaldehyde', 'Methanol', 'Phenol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Triethylamine', 'm-Cresol']"
31092GRGPCSOUTH,"['Ammonia', 'Formaldehyde', 'Methanol', 'Phenol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31092MDGRG4253R,['n-Hexane']
31092TYSNF1151E,['Chlorine']
31093MRBLM1105N,['Styrene']
31093PDMNT441DU,"['Arsenic compounds', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)']"
31098SDDSF216OC,"['1,1,1-Trichloroethane', 'Certain glycol ethers', 'Dichloromethane', 'Ethylene glycol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Phenol', 'Phosphoric acid', 'Tetrachloroethylene', 'Toluene', 'Toluene-2,4-diisocyanate']"
31201FRMRS370FO,"['Ammonia', 'Ammonium nitrate (solution)', 'Manganese compounds', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc (fume or dust)', 'Zinc compounds']"
31204GTNDS3101H,['Dichloromethane']
31205LLGHN545GU,['Zinc compounds']
31206BRDNN4700P,['Phosphoric acid']
31206BSSTT7501A,"['Ethylbenzene', 'Methanol', 'Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
31206BTZLB7525N,"['1,2,4-Trimethylbenzene', '2-Bromo-2-nitropropane-1,3-diol', 'Certain glycol ethers', 'Ethylene glycol', 'Hydroquinone', 'Naphthalene', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phosphoric acid', 'Sodium nitrite', 'Zinc compounds']"
31206CHRKB3250W,"['Ethylene glycol', 'Hydrogen fluoride', 'Manganese']"
31206KBLRC4375M,['Ammonia']
31206MCNKR4891M,"['Acetaldehyde', 'Acetone', 'Ammonia', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Catechol', 'Chlorine', 'Cresol (mixed isomers)', 'Formaldehyde', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Manganese compounds', 'Methanol', 'Methyl ethyl ketone', 'Phenol', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
31206NDRSN1840W,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sodium nitrite', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31206PRNML4460B,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
31206RCHRD1265S,"['Nickel', 'Phosphoric acid']"
31206RMSTR4520B,"['Formaldehyde', 'Sodium dimethyldithiocarbamate']"
31206THTRN7610I,"['Chlorodifluoromethane (HCFC-22)', 'Copper']"
31206TRNCX7951I,"['Chlorodifluoromethane (HCFC-22)', 'Copper']"
31208BRLBR71110,['Hydrogen fluoride']
31211GRGWR900JO,"['Copper', 'Copper compounds', 'Lead', 'Lead compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
31297BNGGR7979N,"['1,1,1-Trichloroethane', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methyl ethyl ketone', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31297PCKGN7670A,['Ethylene glycol']
31297TXPRN2730W,"['Ammonia', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31297YKKSN4234O,"['Acetophenone', 'Copper', 'Cyanide compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Xylene (mixed isomers)']"
31297YKKSNCHEST,"['Copper', 'Ethylene glycol', 'Naphthalene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31298BRWNW2600W,"['1,1,1-Trichloroethane', 'Ammonia', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Nicotine and salts', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31322SHRHSHIGHW,"['Arsenic compounds', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper compounds']"
31323CHMTLCHEMI,"['Acrylamide', 'Acrylic acid', 'Ammonia', 'Chloromethane', 'Dimethyl sulfate', 'Dimethylamine', 'Ethylene glycol', 'Maleic anhydride', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31323NCFMF674CH,"['Methanol', 'Methyl acrylate', 'Methyl methacrylate', 'n-Hexane']"
31323NTRSTONEIN,"['Acetone', 'Catechol', 'Chlorine', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31326FRTHWROUTE,"['Ammonia', 'Biphenyl', 'Chlorine', 'Chloroform', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nickel compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
31401BTRCHLATHR,"['Nickel', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31401CSTLC2500W,"['Ammonia', 'Chlorine', 'Methanol']"
31401HRCLSOLDLO,"['Epichlorohydrin', 'Formaldehyde', 'Maleic anhydride', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31401NTRMR301NO,"['Acetone', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Styrene']"
31402GLFSTPOBOX,"['1,1,1-Trichloroethane', 'Ammonia', 'Dichloromethane', 'Freon 113 (CFC-113)', 'Methyl ethyl ketone', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31402GRTDNEASTL,"['1,1-Dichloro-1-fluoroethane (HCFC-141b)', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Chlorodifluoromethane (HCFC-22)', 'Dibutyl phthalate', 'Dichlorodifluoromethane (CFC-12)', 'Diisocyanates', 'Ethylbenzene', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Trichlorofluoromethane (CFC-11)', 'Xylene (mixed isomers)', 'Zinc compounds']"
31402NNCMPWESTL,"['Acetaldehyde', 'Acetone', 'Ammonia', 'Ammonium nitrate (solution)', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Biphenyl', 'Catechol', 'Copper compounds', 'Cresol (mixed isomers)', 'Formaldehyde', 'Formic acid', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Hydrogen fluoride', 'Maleic anhydride', 'Manganese compounds', 'Methanol', 'Methyl ethyl ketone', 'Naphthalene', 'Nickel compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phenol', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds']"
31402NTRCH1EXLE,"['Certain glycol ethers', 'Di(2-ethylhexyl) phthalate', 'Polycyclic aromatic compounds']"
31404BGTHREASTP,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31404KMRNCEASTP,"['Antimony compounds', 'Carbonyl sulfide', 'Chlorine', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Manganese compounds', 'Nickel compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Titanium tetrachloride', 'Toluene', 'Trichloroethylene', 'Zinc (fume or dust)', 'Zinc compounds']"
31404KMRWTEPRES,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31404KTLST1800E,"['Ammonia', 'Ammonium sulfate (solution)', 'Formic acid', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
31404NCLCR110FO,['Zinc compounds']
31404STHRN1600E,"['Ammonia', 'Ammonium nitrate (solution)', 'Copper compounds', 'Fluorine', 'Manganese compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
31405CRSNP64ROS,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Mixture']"
